Accepted scientific name of species ,Common.Name,Vernacular.Name,Growth.Habit,Duration,Group,Source
Bacopa monnieri (L.) Wettst.,Brahmi,"Brahmi (asm); Brahmisaka (ben); brahmi, jalanevari, kadavi luni (guj); baam, brahmi, jalbuti, jalnim, nirbrahmi, safed chamani (hin); brahmi, jala brahmi, niru brahmi (kan); brahmi (knn); brahmi (mal); Brahmi-sak (mni); brahmi, jalabrahmi, nir brahmi (mar); prusni parnni (ori); brahmi, tiktalonika (san); nir-p-pirami, piramiyam, taray (tam); sambrani aku (tel)",Herb,Perennial,Dicot,TRY;NRCS
Bambusa vulgaris Schrad.,Golden Bamboo,Bans (hin); Wa (mni); Mula (mal); moongil (tam); Baans (npi),Shrub;Tree,Perennial,Monocot,TRY;NRCS
Banksia marginata Cav.,Silver Banksia,,Shrub,Perennial,Dicot,NRCS;ALA
Barbarea intermedia Boreau,Medium Winter-Cress,Khole Sag (npi),Herb,Biennial,Dicot,FOI
Barbarea verna (Mill.) Asch.,Early Yellowrocket,,Herb,Biennial;Perennial,Dicot,NRCS
Barleria cristata L.,Philippine Violet,"Jhinti (ben); Jhinti (guj); Jhinti, Nil Jhinti (hin); Patika, Sphatika, Jhinti, Kuruvaka, Mullugoranta, Sairiyaka (kan); karimkurunni (mal); gokarna, koranti (mar); bhende kurro, katsaraiya, Laaree Phool, Nilamani (npi); saireyaka (ori); artagalah, bana, dasi kurantakah, jhinti, kakubha, kurantaka, Laaree Phoolh, kuravakah, mahasaha, nilamlaainduka, sairiyakah, sahacharah, subhaga (san);  December poo, cem-mulli, mituri, nila-c-cemmulli, uta mulli, vellai-nilamparam (tam); gobbi, kodi kannu, mulu goranta, niru goranta, pedda gorinta (tel)",Herb;Shrub,Perennial,Dicot,TRY;NRCS
Bartlettina sordida (Less.) R.M.King & H.Rob.,Purple Torch,,Shrub,Perennial,Dicot,NRCS;ALA
Bauhinia purpurea L.,Purple Orchid Tree,"Kaniar (hin); Nilattiruvatti (tam); Koiral (ben); Og-yok (asm); Chingthrao nganglei-naba (mni); Rakta kanchan (mar); Kanchuvaala, Kanchivaala, Kanchavaala, Kanchaala, Kengaanchaala, Devakaanchana (kan); Vau-fa-vang (lus); Devakanchan (san)",Shrub;Tree,Perennial,Dicot,NRCS;FOI
Bauhinia rufescens Lam.,Silver Butterfly Tree,,Shrub;Tree,Perennial,Dicot,TRY;FPI
Beaucarnea recurvata Lem.,Ponytail Palm,,Tree,Perennial,Monocot,NRCS;FOI
Begonia cucullata Willd.,Wax Begonia,,Herb,Perennial,Dicot,NRCS
Begonia hirtella Link,Brazilian Begonia,,Herb,Annual;Perennial,Dicot,NRCS
Bellis annua L., Annual Daisy,,Herb,Annual,Dicot,FOI
Bellis perennis L.,English Daisy,,Herb,Perennial,Dicot,TRY;NRCS
Bidens aristosa (Michx.) Britton,Long-Bracted Tickseed Sunflower,,Herb,Annual;Biennial,Dicot,NRCS
Bidens biternata (Lour.) Merr. & Sherff,Yellow Flowered Blackjack,Chirchitta (hin),Herb,Annual,Dicot,TRY;FOI
Bidens cernua L.,Nodding Bur Marigold,,Herb,Annual,Dicot,TRY;NRCS
Bidens pilosa L.,Beggar Tick,"Phutium (guj); Kumra, Kumur, Kurei (hin); Hameng sampakpi (mni); Tikhe kuro (npi); Samara Kodaki (ori); Vawkpui-thal (lus)",Herb,Annual,Dicot,TRY;NRCS
Bidens triplinervia Kunth,,,Herb,Annual,Dicot,DG
Bignonia binata Thunb.,,,Vine,Perennial,Dicot,FPI
Bignonia callistegioides Cham.,Lavendar Trumpet Vine,,Vine,Perennial,Dicot,DG
Billardiera heterophylla (Lindl.) L.W.Cayzer & Crisp,Bluebell Creeper,,Vine,Perennial,Dicot,FPI
Biophytum sensitivum (L.) DC.,Little Tree Plant,"Jhalai (ben); Lajalu (hin); Mukkutti (mal); Jharera, Lajvanti (mar); Lajaiya jhyang (npi); Tintanali (tam); Pulicenta (tel)",Herb,Perennial,Dicot,FOI
Blainvillea acmella (L.) Philipson,Para Cress Flower,Kanghi (hin); Bende (kan) ,Herb,Annual,Dicot,FOI
Blumea eriantha DC.,Buradi,Jangali Tambaku (kan); Nimardi (mar),Herb,Perennial,Dicot,FOI
Blumea lacera (Burm.f.) DC.,Lettuce-Leaf Blumea,"Jangli Muli, Kakronda (hin); Gaandhaari, Saambraani gida (kan); Bhamurda, Burando (mar); Kattumullangi, Narakkarandai (tam); Advimulangi, Karupogaku (tel); Kukurmuta, Kukursunga (ben); Kolhar, Pilo Kapurio (guj); Kukkuradru, Kukundara, Mridu chhada, Tamrachuda (san); Kukure, Kukuradra, Kukur Ghaas, Thaangne, Thaangne Jhaar, Bugee, Kopile Jhaar (npi)",Herb,Annual,Dicot,TRY;NRCS;FOI
Blumea obliqua (L.) Druce,Oblique Blumea,,Herb,Annual,Dicot,FOI
Boerhavia diffusa L.,Red Spiderling,Atikamamidi (tel),Herb,Annual;Perennial,Dicot,TRY;NRCS
Boerhavia erecta L.,Erect Spiderling,Shweta (hin); pandhari punarnava (mar),Herb,Annual;Perennial,Dicot,TRY;NRCS
Boesenbergia rotunda (L.) Mansf.,Chinese Keys,,Herb,Annual,Monocot,NRCS;IBP
Bomarea multiflora (L.f.) Mirb.,Vine Alstroemeria,,Vine,Perennial,Monocot,FOI
Borago officinalis L.,Common Borage,,Herb,Annual,Dicot,NRCS
Borassus flabellifer L.,Sugar Palm,"Taad, Tal, Trinaraaj (hin); taad (mar); talam (tam); karimpana (mal); tatichettu (tel); olegari, taalegari, taatinimgu (kan); taal (bengali); eroal (knn); taad (urd); taad (guj); taalah (san); Dariwal, Taad, Taadee, Taal (npi); Siallu (lus)",Shrub,Perennial,Monocot,TRY;NRCS;FOI
Bougainvillea glabra Choisy,Bougainvillea,"Booganbel (hin); Kaagadada hoo, Bougainvillea, Kempu turaayi (kan); Cherei (mni); Baganbilas (ben); Booganvel (mar); Bouganvila (knn); Kagithala Puvvu (tel)",Shrub;Vine,Perennial,Dicot,NRCS
Bougainvillea spectabilis Willd.,Great Bougainvillea,Booganbel (hin); Cherei (mni); Baganbilas (ben); Booganvel (mar); Bouganvila (knn); Kagithala Puvvu (tel); Sa-rawn (lus),Shrub,Perennial,Dicot,TRY;NRCS
Brachiaria brizantha (A.Rich.) Stapf,Palisade Grass,,Graminoid,Perennial,Monocot,TRY;NRCS
Brachiaria decumbens Stapf,Signalgrass,,Graminoid,Perennial,Monocot,TRY;NRCS
Brachiaria mutica (Forssk.) Stapf,Para Grass,,Graminoid,Perennial,Monocot,TRY;NRCS
Brachiaria ramosa (L.) Stapf,Browntop Millet,"Makra, Murat (hin); Bennakki hullu, Benne akki hullu, Kaadu baragu hullu (kan); Chama pothaval (mal); Banspate (npi); Pala pul (tam); Anda korra, Eduru gaddi (tel)",Graminoid,Annual;Perennial,Monocot,NRCS
Brachiaria villosa (Lam.) A.Camus,,,Graminoid,Annual,Monocot,TRY;DG
Brachychiton discolor F.Muell.,Lacebark Tree,,Tree,Perennial,Dicot,DG
Brassica juncea (L.) Czern.,Mustard,Sarson (hin); Hangam (mni); Kadugu (tam),Herb,Annual;Perennial,Dicot,TRY;NRCS
Brassica rapa L.,Turnip,"Shalgam (hin); Kalamohare, Sherasa, Turnip (mar); An-tam (lus); Nalla avalu (tel); Shaljam (urd)",Herb,Annual;Biennial,Dicot,NRCS
Brassica tournefortii Gouan,Asian Mustard,,Herb,Annual,Dicot,TRY;NRCS
Brexia madagascariensis (Lam.) Thouars ex Ker Gawl.,,,Shrub;Tree,Perennial,Dicot,FPI
Breynia disticha J.R.Forst. & G.Forst.,Hawaiian Snowbush,,Shrub,Perennial,Dicot,NRCS
Briza maxima L.,Big Quaking-Grass,,Graminoid,Annual,Monocot,TRY;NRCS
Briza minor L.,Small Quaking-Grass,,Graminoid,Annual,Monocot,TRY;NRCS
Bromus arvensis L.,Field Brome,,Graminoid,Annual,Monocot,NRCS
Bromus catharticus Vahl,Rescue Grass,,Graminoid,Annual;Perennial,Monocot,TRY;NRCS
Bromus diandrus Roth,Great Brome,,Graminoid,Annual;Perennial,Monocot,NRCS
Bromus inermis Leyss.,Smooth Brome,,Graminoid,Perennial,Monocot,TRY;NRCS
Bromus tectorum L.,Cheatgrass,Juke (npi),Graminoid,Annual,Monocot,TRY;NRCS
Broussonetia papyrifera (L.) L'Hér. ex Vent.,Paper Mulberry,"Jangli toot (hin); kaagda, kaagada uppu naerale (kan); Kangrou (mni)",Tree,Perennial,Dicot,TRY;NRCS
Browallia speciosa Hook.,,,Herb,Annual;Perennial,Dicot,DG
Brugmansia suaveolens (Willd.) Sweet,Angel'S Trumpet,Dhatura (hin); Sagol hidak (mni); Ummata (mal); Madulam (tam); Tawtaw-rawtpar (lus),Shrub;Tree,Perennial,Dicot,TRY;NRCS
Brugmansia versicolor Lagerh.,,,Shrub,Perennial,Dicot,NRCS
Brunfelsia americana L.,,,Shrub;Tree,Perennial,Dicot,NRCS
Brunfelsia grandiflora D.Don,,,Shrub,Perennial,Dicot,NRCS;UTP
Brunfelsia undulata Sw.,,,Shrub;Tree,Perennial,Dicot,NRCS
Brya ebenus (L.) DC.,Jamaican Ebony,,Shrub;Tree,Perennial,Dicot,NRCS
Bryophyllum fedtschenkoi (Raym.-Hamet & H.Perrier) Lauz.-March.,Lavender Scallops,Rana paala (tel),Herb;Shrub,Perennial,Dicot,NRCS
Bryophyllum pinnatum (Lam.) Oken,Air Plant,Amar poi (hin); Elamarunna (mal); Runakkalli (tam); Kop pata (ben); Zakhmhaiyat (urd); Manahidak (mni); Hnahchhah (lus),Herb,Perennial,Dicot,NRCS
Buddleja davidii Franch.,Butterfly Bush,,Shrub,Perennial,Dicot,NRCS
Buddleja lindleyana Fortune,Weeping Butterfly Bush,,Shrub,Perennial,Dicot,NRCS
Butia yatay (Mart.) Becc.,"Jelly Palm, Yatay Palm",,Shrub,Perennial,Monocot,DG
Butomus umbellatus L.,Flowering Rush,,Herb,Perennial,Monocot,TRY;NRCS
Buxus sempervirens L.,Common Boxwood,,Shrub;Tree,Perennial,Dicot,NRCS
Byrsonima verbascifolia (L.) DC.,Nance,,Shrub;Tree,Perennial,Dicot,NRCS
Cabomba caroliniana A.Gray,Carolina Fanwort,Mullenpayal (mal),Herb,Perennial,Dicot,TRY;NRCS
Cabomba furcata Schult. & Schult.f.,,,Herb,Perennial,Dicot,NRCS
Caesalpinia gilliesii (Hook.) D.Dietr.,Mexican Bird Of Paradise,,Shrub;Vine,Perennial,Dicot,NRCS
Caladium bicolor (Aiton) Vent.,Fancy-Leaf Caladium,Varnachembu (mal),Herb,Perennial,Monocot,TRY;NRCS
Calanthe striata R.Br. ex Lindl.,Chinese Lantern,,Shrub,Perennial,Dicot,DG
Calathea ornata (Linden) Körn.,Pin Stripe Calathea,,Herb,Perennial,Monocot,FPI
Calathea zebrina (Sims) Lindl.,Zebra Plant,,Herb,Perennial,Monocot,NRCS
Calceolaria mexicana Benth.,Gold Purse,Nettipottuchedi (mal),Herb,Annual,Dicot,TRY;DG
Calceolaria tripartita Ruiz & Pav.,Slipper Flower,,Herb,Annual,Dicot,TRY;NRCS;FOI
Calendula officinalis L.,Calendula,Genda (hin); Gulsarfi (pan); Gul-e-Ashrafi (urd),Herb,Annual,Dicot,TRY;NRCS
Callaeum macropterum (DC.) D.M.Johnson,Yellow Orchid Vine,,Shrub;Tree,Perennial,Dicot,NRCS
Calliandra inermis (L.) Druce,,,Shrub,Perennial,Dicot,DFEG
Calliandra surinamensis Benth.,Surinam Powderpuff,,Shrub;Tree,Perennial,Dicot,NRCS
Calliandra tergemina (L.) Benth.,Dwarf Powderpuff Plant,,Shrub;Tree,Perennial,Dicot,DG
Callisia repens (Jacq.) L.,Turtle Vine,,Herb,Perennial,Monocot,NRCS
Callistemon citrinus (Curtis) Skeels,Lemon Bottlebrush,,Shrub;Tree,Perennial,Dicot,TRY;NRCS
Callistemon salignus (Sm.) Colv. ex Sweet,White Bottle Brush,,Shrub,Perennial,Dicot,NRCS
Callistemon viminalis (Sol. ex Gaertn.) G.Don,Weeping Bottle Brush,Cheel (hin); Barap lei (mni),Shrub;Tree,Perennial,Dicot,TRY;NRCS;FOI
Callitris rhomboidea R.Br. ex Rich. & A.Rich.,Oyster Bay Pine,,Tree,Perennial,Gymnosperm,TRY;DG
Calluna vulgaris (L.) Hull,Heather,,Shrub,Perennial,Dicot,TRY;NRCS
Calopogonium mucunoides Desv.,Calopo,,Herb;Vine,Perennial,Dicot,TRY;NRCS
Calotropis gigantea (L.) Dryand.,Crown Flower,Jilledu (tel); Arakha (Oriya),Shrub,Perennial,Dicot,TRY;NRCS
Calotropis procera (Aiton) Dryand.,Rubber Bush,"Aak, Mudar (hin); bili aekka, bili aekkada gida (kan); erikku, erukku (mal); mandara, rui (mar); Seto Aank, Bahramaase Aank, Aank (npi); adityapushpika, alarka, ksiraparna, mandara (san); vellai erukkan, vellai erukku (tam); erra jilledu, jilledu, mandaaramu (tel)",Shrub;Tree,Perennial,Dicot,TRY;NRCS
Calyptocarpus vialis Less.,Straggler Daisy,,Herb,Perennial,Dicot,TRY;NRCS
Camellia sinensis (L.) Kuntze,Tea,"Chaay (hin); Cha (mni); Tey (tam); Tey (mal); Teyaku (tel); Chaha, Chahaa (kan); Cha (ben); Chaay (urd); Cha (asm);  Syamaparni (san); Chiyaa (npi); Thingpui (lus)",Shrub;Tree,Perennial,Dicot,TRY;NRCS
Campanula drabifolia Sm.,,,Herb,Annual,Dicot,FPI
Campanula medium L.,Canterbury Bells,,Herb,Biennial;Perennial,Dicot,NRCS
Campanula rapunculoides L.,Rampion Bellflower,,Herb,Perennial,Dicot,NRCS
Canarium vulgare Leenh.,Chinese Olive,,Tree,Perennial,Dicot,NRCS
Canavalia africana Dunn,,"Kaattu Kozhiavarai, Kaattu Thammattai (tam); Thamba (tel); Kattu-valamara, Kattu-vettukathipayar (mal)",Herb;Vine,Annual;Perennial,Dicot,FPI
Cannabis sativa L.,Marijuana,Ganjayi (tel),Herb,Annual,Dicot,TRY;NRCS
Canscora diffusa (Vahl) R.Br. ex Roem. & Schult.,Spreading Canscora,"Titavi, Yavotchi, Kilwar (mar); Bhuin neem (hin)",Herb,Annual,Dicot,TRY;FOI
Capsella bursa-pastoris (L.) Medik.,Shepherd'S Purse,"Chamure Jhaar, Chaalne, Toree Ghaans (npi); Chantruk (mni)",Herb,Annual,Dicot,NRCS
Cardamine africana L.,African Bittercress,,Herb,Perennial,Dicot,FPI
Cardamine flexuosa With.,Wood Bitter Cress,,Herb,Annual;Biennial;Pernnial,Dicot,NRCS
Cardamine hirsuta L.,Hairy Bitter Cress,Uchi hangam (mni),Herb,Annual,Dicot,TRY;NRCS
Cardamine trichocarpa Hochst. ex A.Rich.,,,Herb,Annual,Dicot,FPI
Cardiospermum halicacabum L.,Balloon Vine,Buddakakara (tel),Herb;Vine,Annual;Biennial;Pernnial,Dicot,TRY;NRCS
Carduus edelbergii Rech.f.,Edelberg'S Cotton Thistle,,Herb,Annual;Biennial,Dicot,FOI
Carduus nutans L.,Musk Thistle,,Herb,Biennial;Perennial,Dicot,NRCS
Carex diandra Schrank,Lesser Panicled Sedge,,Graminoid,Perennial,Monocot,NRCS
Carex diluta M.Bieb.,Sedge,,Graminoid,Perennial,Monocot,NRCS
Carpesium abrotanoides L.,Pig'S Head,,Herb,Perennial,Dicot,FOI
Carthamus lanatus L.,Saffron Thistle,,Herb,Annual,Dicot,TRY;NRCS
Carthamus oxyacantha M.Bieb.,Wild Safflower,"Kaadu kusabi gida, Mullu shaavanthi (kan)",Herb,Annual,Dicot,NRCS
Carthamus oxyacanthus M.Bieb.,"Wild Safflower, Jeweled Distaff Thistle","Kaadu kusabi gida, Mullu shaavanthi (kan)",Herb,Annual,Dicot,NRCS
Cassia artemisioides DC.,Wormwood Senna,,Shrub,Perennial,Dicot,NRCS
Cassia javanica L.,Java Cassia,,Tree,Perennial,Dicot,TRY;NRCS
Cassia renigera Benth.,Burmese Pink Cassia,,Tree,Perennial,Dicot,FOI
Cassytha filiformis L.,Love Vine,Paachi teega (tel),Herb;Vine,Perennial,Dicot,TRY;NRCS
Castanea crenata Siebold & Zucc.,Japanese Chestnut,,Tree,Perennial,Dicot,NRCS
Castanospermum australe A.Cunn. & C.Fraser,Moreton Bay Chestnut,,Tree,Perennial,Dicot,TRY;FOI
Casuarina equisetifolia L.,Whistling Pine,"Junglisaru (hin); Suru (mar); Belati-Jhau (ben); Surigi mara, Kyasurina (kan); Sampirani (mal); Saruguda (tel); Jahbuko (urd); Phiramgi saro (knn); Savukku (tam)",Tree,Perennial,Dicot,TRY;NRCS
Casuarina glauca Sieber ex Spreng., Scaly Oak,,Tree,Perennial,Dicot,NRCS
Catalpa bignonioides Walter,Indian Bean Tree,,Tree,Perennial,Dicot,NRCS
Catha edulis (Vahl) Endl.,Qaat,Qat (urd),Shrub,Perennial,Dicot,NRCS;FOI
Catharanthus pusillus (Murray) G.Don,Tiny Periwinkle,"Sangkhi, Ran-kel, Tiloni (mar); Paalaich, chetthai, milakaych chakkalatti (tam); chupa-vela (mal); kanupoolaku, erri mirapa, gulvidi, sukbanda, gaddipoolu (tel); Bili kaasi kanigalu (kan)",Herb,Annual,Dicot,FOI
Catharanthus roseus (L.) G.Don,Periwinkle,"Sadabahar (hin); Sadaapushpa, Nityapushpa (kan); Shavam Naari (mal); Sadaphuli (mar); Nayantara (ben); Nayan Tora (asm); Billa Ganneru (tel); Kumtluang (lus); Baahramaase Phool (npi)",Herb,Annual;Perennial,Dicot,TRY;NRCS
Celosia argentea L.,Silver Cockscomb,Gurugu (tel),Herb,Annual,Dicot,TRY;NRCS
Celtis australis L.,Mediterranean Hackberry,Thei-sehret-bial (lus),Tree,Perennial,Dicot,NRCS
Celtis sinensis Pers.,Hackberry,,Tree,Perennial,Dicot,TRY;NRCS
Cenchrus clandestinus (Hochst. ex Chiov.) Morrone,Kikuyu Grass,,Graminoid,Perennial,Monocot,NRCS
Cenchrus echinatus L.,Spiny Burrgrass,,Graminoid,Annual,Monocot,NRCS
Centaurea calcitrapa L.,Purple Starthistle,,Herb,Annual;Biennial;Pernnial,Dicot,NRCS
Centaurea iberica Trevir. ex Spreng.,Iberian Star Thistle,,Herb,Perennial,Dicot,TRY;NRCS
Centaurea melitensis L.,Maltese Star-Thistle,,Herb,Annual;Biennial,Dicot,NRCS
Centratherum punctatum Cass.,Brazilian Button Flower,,Herb;Shrub,Perennial,Dicot,TRY;NRCS
Centrosema molle Benth.,Spurred Butterfly Pea,Kattupayar (mal); Mudgaparni (san),Herb;Vine,Perennial,Dicot,TRY;NRCS
Centrosema pubescens Benth.,Butterfly Pea,,Herb;Vine,Perennial,Dicot,TRY;NRCS
Centrosema virginianum (L.) Benth.,Spurred Butterfly Pea,,Herb;Vine,Perennial,Dicot,TRY;NRCS
Centrostachys aquatica (R.Br.) Moq.,,,Herb,Perennial,Dicot,TRY;FPI
Cerastium glomeratum Thuill.,Sticky Chickweed,Musakane (npi),Herb,Annual,Dicot,TRY;NRCS
Ceratocephalus falcatus (L.) Pers.,,,Herb,Annual,Dicot,"https://uses.plantnet-project.org/en/Ceratocephalus_falcatus_(Gintzburger_et_al.,_2003);accessed on: 31 May 2020"
Ceratophyllum demersum L.,Coontail,Sevar (hin); Hunde (kan); Salvah (san); Kaimbayal (mal),Herb,Perennial,Dicot,TRY;NRCS
Ceratotheca triloba (Bernh.) Hook.f.,Wild Foxglove,,Herb,Annual,Dicot,NRCS
Cereus fernambucensis Lem.,Night Blooming Cereus,,Shrub,Perennial,Dicot,DG
Cereus forbesii C.F.Först.,Twisted Cactus,,Shrub,Perennial,Dicot,DG
Cereus hexagonus (L.) Mill.,Lady Of The Night Cactus,,Shrub;Tree,Perennial,Dicot,TRY;NRCS
Cereus hildmannianus K.Schum.,Hedge Cactus,,Shrub;Tree,Perennial,Dicot,NRCS
Cereus repandus Haw.,Peruvian Apple Cactus,,Shrub,Perennial,Dicot,DG
Cestrum aurantiacum Lindl.,Orange Cestrum,,Shrub;Vine,Perennial,Dicot,NRCS
Cestrum corymbosum Schltdl.,,,Shrub,Perennial,Dicot,FPI
Cestrum diurnum L.,Day Jasmine,Din Ka Raja (hin),Shrub;Tree,Perennial,Dicot,TRY;NRCS
Cestrum elegans (Brongn. ex Neumann) Schltdl.,Elegant Cestrum,,Shrub;Tree,Perennial,Dicot,NRCS
Cestrum fasciculatum (Schltdl.) Miers,,,Shrub,Perennial,Dicot,TRY;NRCS
Cestrum nocturnum L.,Night Blooming Jasmine,Hasna hana (ben); Rat ki rani (hin); Raatri raani (kan); Raatrani (knn); Thabal lei (mni); Raatrani (mar); Zanlalnu (lus),Shrub;Tree,Perennial,Dicot,TRY;NRCS
Chamaecrista absus (L.) H.S.Irwin & Barneby,Tropical Sensitive Pea,"Chaksi, Benar (ben); Banar, Bankultthi, Chaksi (hin); Adavihuli, Kaadu huliga, Kannu kutukana beeja (kan); Karin-kolla (mal); Chamada, Kankuti (mar); Arangakulitthika, aranyakulattha, Aranyakulatthika, Chaksusya, Chakshushya (san); Edikkol, Karunganam, Kattukkol (tam); Chanupala-vittulu (tel); Chaksu (urd)",Herb,Annual,Dicot,TRY;NRCS
Chamaecrista pumila (Lam.) K.Larsen,Dwarf Cassia,Sarmal (hin); Nela tagache (kan); Sarmal (mar); Nalla jilugu (tel),Herb;Shrub,Annual;Perennial,Dicot,FOI
Chamaecrista rotundifolia (Pers.) Greene,Round-Leaf Cassia,,Herb,Annual,Dicot,TRY;NRCS
Chenopodium album L.,Bathua,"Bathuwa shaak, jilmil shaak (asm); betho shaak, bethuya shaak (ben); bathavo, chilani bhaji (guj); bathuwa (hin); Chakravarti, Chakkavatta, Huchchu chakkotha (kan); parippuchira, vastuchira (mal); Monsaobi (mni); chakvat, vasukem (mar); bethe (npi); bathua sag (ori); lunak (pan); vastuka (san); chakravarthi keerai, paruppu-k-kirai (tam); pappukura, vastukamu (tel); Kawlbuh (lus)",Herb,Annual,Dicot,TRY;NRCS
Chenopodium foliosum Asch.,Strawberry Sticks,,Herb,Annual,Dicot,TRY;NRCS
Chenopodium murale L.,Nettle-Leaved Goosefoot,Goyalo (hin),Herb,Annual,Dicot,TRY;NRCS
Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,,,Herb,Annual,Dicot,NRCS
Chionochloa conspicua (G.Forst.) Zotov,Pheasant Tail Grass,,Graminoid,Perennial,Monocot,DG
Chloris barbata Sw.,Swollen Finger Grass,"Hennu-manchadakalu hullu, sevaragu (kan); konda-pullu (mal); gondvel, tan (mar); Chevvarakupul, Kotai-p-pul, Kuruthu pillu, Kodai pullu, Kattuk kotumai (tam); Uppu gaddi (tel)",Graminoid,Annual,Monocot,TRY;NRCS
Chloris gayana Kunth,Rhodes Grass,,Graminoid,Perennial,Monocot,TRY;NRCS
Chloris pycnothrix Trin.,,,Graminoid,Perennial,Monocot,NRCS
Christella dentata (Forssk.) Brownsey & Jermy,Soft Fern,,Herb,Perennial,Fern,NRCS
Chromolaena corymbosa (Aubl.) R.M.King & H.Rob.,Tropical Whiteweed ,,Shrub,Perennial,Dicot,NRCS
Chromolaena odorata (L.) R.M.King & H.Rob.,Siam Weed,"Tivra gandha, Bagh dhoka (hin); Communist Pacha, Venapacha (mal); Aule Banamaaraa, Banamaasuwaa (npi); Tlangsam (lus)",Herb;Shrub,Perennial,Dicot,TRY;NRCS
Chrozophora plicata (Vahl) A.Juss. ex Spreng.,"Suryavarti, Rottler'S Chrozophora ",Lingameriyam (tel),Herb,Annual,Dicot,TRY;FPI
Chrozophora rottleri (Geiseler) A.Juss. ex Spreng.," Suryavarti, Rottler'S Chrozophora","Shadevi (hin); suryavarti (mar); Purapirakkai (tam); erra miriyamu, guruguchettu, linga mirapa (tel); lingamenasu (kan); survarli (knn); chotaki hunkatath (urd); suryavarta (san)",Herb,Perennial,Dicot,FOI
Chrysanthemoides monilifera (L.) Norl.,Boneseed,,Shrub,Perennial,Dicot,DG
Chrysobalanus icaco L.,Coco Plum,,Shrub;Tree,Perennial,Dicot,NRCS
Chrysothemis pulchella (Donn ex Sims) Decne.,Sunset Bells,,Herb,Perennial,Dicot,NRCS
Cichorium endivia L.,Cultivated Endive,,Herb,Perennial,Dicot,NRCS
Cichorium intybus L.,Chicory,"Kasni, Hinduba (hin); kachani (mar); chikkari (mal); kasini, kasini-vittulu (tel); Chikory (kan); kasni, tukme-e-kasni, barg-e-kasni (urd); Kasni (san)",Herb,Biennial;Perennial,Dicot,TRY;NRCS
Cinnamomum camphora (L.) J.Presl,Camphor Tree,"Karpur (ben); Kapur (hin); chandara, davala, dhavala, kappara, kapura (kan); chutakkarpuram, ghanarasam, himamsu, himavaluka (mal); Karpura (mni); kapoora (mar); ramokorpuro (ori); candraprabha, chandrahba, gandhadravya (san); chukantamaram (tam); candramu, candrasanguyamu (tel); kafoor (urd)",Tree,Perennial,Dicot,TRY;NRCS
Cinnamomum cassia (L.) J.Presl,Chinese Cassia; Chinese Cinnamon,"Tejpatta (hin); Tejpat (mni); Talishappattiri (tam); Tamalapatram (mal); Talisapatri, Talisha, Patta akulu (tel); Patraka (kan); Tejpata (ben); Tezpat (urd); Mahpat, Tejpat (asm); Tamaal patra (guj); tamalapattra (san)",Tree,Perennial,Dicot,NRCS;DFEG;FOI
Cipura paludosa Aubl.,,,Herb,Perennial,Monocot,TRY;DG
Cirsium arvense (L.) Scop.,Creeping Thistle,,Herb,Perennial,Dicot,TRY;NRCS
Cissampelos pareira L.,False Pareira Brava,Visaboddi (tel),Shrub;Vine,Perennial,Dicot,TRY;NRCS
Citharexylum spinosum L.,Fiddlewood,"Bakale, Beli parijaata (kan)",Tree,Perennial,Dicot,TRY;NRCS
Citrullus colocynthis (L.) Schrad.,Bitter Apple,Erripuchha (tel); Kumatti (tam),Herb;Vine,Annual,Dicot,TRY;NRCS
Citrullus lanatus (Thunb.) Matsum. & Nakai,Watermelon,Tarbooz (hin); Tarbuj (mni); Kadu vrindavana (mar); Eriputccha (tel); Kallangadi balli (kan); Tormuj (ben); Tarbooz (urd); Indrak (guj); Dawnfawh (lus),Herb;Vine,Annual,Dicot,TRY;NRCS
Cladium mariscus (L.) Pohl,Swamp Sawgrass,,Graminoid,Perennial,Monocot,NRCS
Clarkia unguiculata Lindl.,mountain garland,,Herb,Annual,Dicot,NRCS
Clematis flammula L.,,,Herb;Vine,Perennial,Dicot,NRCS;FOI
Clematis recta L.,Erect Clematis,,Vine,Perennial,Dicot,NRCS
Clematis terniflora DC.,Sweet Autumn Clematis,,Vine,Perennial,Dicot,NRCS
Clematis vitalba L.,Old Man'S Beard,"Dhanwali, Santai, Charki, Garol, Wantah (hin)",Vine,Perennial,Dicot,NRCS
Cleome chelidonii L.f.,Celandine Spider Flower,,Herb,Annual,Dicot,UTP
Cleome gynandra L.,Wild Spider Flower,"Jakhiya, safed hulhul, parhar, safed bagro (hin); Pandhari tilvan, kanphodi, mabli (mar); taivelai, nalvelai, velai, acakanta (tam); vaminta, thella vamita, thivezhai, vaaminta (tel); kiloni, kirikaala, maamballi gida (kan); Ajagandha (san)",Herb,Annual,Dicot,TRY;NRCS
Cleome monophylla L.,Spindle Pod,"Cheruvela, Kattukadugu (mal); Ellukku sakkalathi (tam)",Herb,Annual,Dicot,TRY;FOI
Cleome rosea Vahl ex DC.,Whiskered Spider Flower,,Herb,Annual,Dicot,IBP
Cleome rutidosperma DC.,Fringed Spider Flower,Nili tilwan (mar),Herb,Annual,Dicot,TRY;NRCS
Cleome spinosa Jacq.,Spider Flower,,Herb,Annual,Dicot,NRCS
