Acc_Species_Name,Class,Order ,Family,Genus,Species,Authority,Invasion.Status,Source
Asparagus africanus Lam.,Liliopsida,Asparagales,Asparagaceae,Asparagus,africanus,Lam.,N,ILORA_Sp.Categorization.Metadata
Asparagus densiflorus (Kunth) Jessop,Liliopsida,Asparagales,Asparagaceae,Asparagus,densiflorus,(Kunth) Jessop,In,ILORA_Sp.Categorization.Metadata
Asparagus officinalis L.,Liliopsida,Asparagales,Asparagaceae,Asparagus,officinalis,L.,Nt,ILORA_Sp.Categorization.Metadata
Asphodelus tenuifolius Cav.,Liliopsida,Asparagales,Asphodelaceae,Asphodelus,tenuifolius,Cav.,N,ILORA_Sp.Categorization.Metadata
Aster amellus L.,Magnoliopsida,Asterales,Asteraceae,Aster,amellus,L.,N,ILORA_Sp.Categorization.Metadata
Atriplex hortensis L.,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,hortensis,L.,CA,ILORA_Sp.Categorization.Metadata
Atriplex vesicaria Heward ex Benth.,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,vesicaria,Heward ex Benth.,CA,ILORA_Sp.Categorization.Metadata
Attalea speciosa Mart.,Liliopsida,Arecales,Arecaceae,Attalea,speciosa,Mart.,CA,ILORA_Sp.Categorization.Metadata
Avena sativa L.,Liliopsida,Poales,Poaceae,Avena,sativa,L.,Nt,ILORA_Sp.Categorization.Metadata
Avena sterilis L.,Liliopsida,Poales,Poaceae,Avena,sterilis,L.,N,ILORA_Sp.Categorization.Metadata
Axonopus compressus (Sw.) P.Beauv.,Liliopsida,Poales,Poaceae,Axonopus,compressus,(Sw.) P.Beauv.,In,ILORA_Sp.Categorization.Metadata
Axonopus fissifolius (Raddi) Kuhlm.,Liliopsida,Poales,Poaceae,Axonopus,fissifolius,(Raddi) Kuhlm.,CA,ILORA_Sp.Categorization.Metadata
Ayapana triplinervis (Vahl) R.M.King & H.Rob.,Magnoliopsida,Asterales,Asteraceae,Ayapana,triplinervis,(Vahl) R.M.King & H.Rob.,CA,ILORA_Sp.Categorization.Metadata
Azadirachta indica A.Juss.,Magnoliopsida,Sapindales,Meliaceae,Azadirachta,indica,A.Juss.,N,ILORA_Sp.Categorization.Metadata
Azolla filiculoides Lam.,Filicopsida,Salviniales,Salviniaceae,Azolla,filiculoides,Lam.,CA,ILORA_Sp.Categorization.Metadata
Babiana stricta (Aiton) Ker Gawl.,Liliopsida,Asparagales,Iridaceae,Babiana,stricta,(Aiton) Ker Gawl.,CA,ILORA_Sp.Categorization.Metadata
Babiana villosa (Aiton) Ker Gawl.,Liliopsida,Asparagales,Iridaceae,Babiana,villosa,(Aiton) Ker Gawl.,CA,ILORA_Sp.Categorization.Metadata
Bacopa monnieri (L.) Wettst.,Magnoliopsida,Lamiales,Plantaginaceae,Bacopa,monnieri,(L.) Wettst.,N,ILORA_Sp.Categorization.Metadata
Bambusa vulgaris Schrad.,Liliopsida,Poales,Poaceae,Bambusa,vulgaris,Schrad.,CA,ILORA_Sp.Categorization.Metadata
Banksia marginata Cav.,Magnoliopsida,Proteales,Proteaceae,Banksia,marginata,Cav.,CA,ILORA_Sp.Categorization.Metadata
Barbarea intermedia Boreau,Magnoliopsida,Brassicales,Brassicaceae,Barbarea,intermedia,Boreau,Nt,ILORA_Sp.Categorization.Metadata
Barbarea verna (Mill.) Asch.,Magnoliopsida,Brassicales,Brassicaceae,Barbarea,verna,(Mill.) Asch.,CA,ILORA_Sp.Categorization.Metadata
Barleria cristata L.,Magnoliopsida,Lamiales,Acanthaceae,Barleria,cristata,L.,N,ILORA_Sp.Categorization.Metadata
Bartlettina sordida (Less.) R.M.King & H.Rob.,Magnoliopsida,Asterales,Asteraceae,Bartlettina,sordida,(Less.) R.M.King & H.Rob.,CA,ILORA_Sp.Categorization.Metadata
Bauhinia purpurea L.,Magnoliopsida,Fabales,Fabaceae,Bauhinia,purpurea,L.,N,ILORA_Sp.Categorization.Metadata
Bauhinia rufescens Lam.,Magnoliopsida,Fabales,Fabaceae,Bauhinia,rufescens,Lam.,CA,ILORA_Sp.Categorization.Metadata
Beaucarnea recurvata Lem.,Liliopsida,Asparagales,Asparagaceae,Beaucarnea,recurvata,Lem.,CA,ILORA_Sp.Categorization.Metadata
Begonia cucullata Willd.,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,cucullata,Willd.,CA,ILORA_Sp.Categorization.Metadata
Begonia hirtella Link,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,hirtella,Link,CA,ILORA_Sp.Categorization.Metadata
Bellis annua L.,Magnoliopsida,Asterales,Asteraceae,Bellis,annua,L.,CA,ILORA_Sp.Categorization.Metadata
Bellis perennis L.,Magnoliopsida,Asterales,Asteraceae,Bellis,perennis,L.,Nt,ILORA_Sp.Categorization.Metadata
Bidens aristosa (Michx.) Britton,Magnoliopsida,Asterales,Asteraceae,Bidens,aristosa,(Michx.) Britton,CA,ILORA_Sp.Categorization.Metadata
Bidens biternata (Lour.) Merr. & Sherff,Magnoliopsida,Asterales,Asteraceae,Bidens,biternata,(Lour.) Merr. & Sherff,In,ILORA_Sp.Categorization.Metadata
Bidens cernua L.,Magnoliopsida,Asterales,Asteraceae,Bidens,cernua,L.,N,ILORA_Sp.Categorization.Metadata
Bidens pilosa L.,Magnoliopsida,Asterales,Asteraceae,Bidens,pilosa,L.,In,ILORA_Sp.Categorization.Metadata
Bidens triplinervia Kunth,Magnoliopsida,Asterales,Asteraceae,Bidens,triplinervia,Kunth,CA,ILORA_Sp.Categorization.Metadata
Bignonia binata Thunb.,Magnoliopsida,Lamiales,Bignoniaceae,Bignonia,binata,Thunb.,CA,ILORA_Sp.Categorization.Metadata
Bignonia callistegioides Cham.,Magnoliopsida,Lamiales,Bignoniaceae,Bignonia,callistegioides,Cham.,CA,ILORA_Sp.Categorization.Metadata
Billardiera heterophylla (Lindl.) L.W.Cayzer & Crisp,Magnoliopsida,Apiales,Pittosporaceae,Billardiera,heterophylla,(Lindl.) L.W.Cayzer & Crisp,CA,ILORA_Sp.Categorization.Metadata
Biophytum sensitivum (L.) DC.,Magnoliopsida,Oxalidales,Oxalidaceae,Biophytum,sensitivum,(L.) DC.,N,ILORA_Sp.Categorization.Metadata
Blainvillea acmella (L.) Philipson,Magnoliopsida,Asterales,Asteraceae,Blainvillea,acmella,(L.) Philipson,N,ILORA_Sp.Categorization.Metadata
Blumea eriantha DC.,Magnoliopsida,Asterales,Asteraceae,Blumea,eriantha,DC.,N,ILORA_Sp.Categorization.Metadata
Blumea lacera (Burm.f.) DC.,Magnoliopsida,Asterales,Asteraceae,Blumea,lacera,(Burm.f.) DC.,N,ILORA_Sp.Categorization.Metadata
Blumea obliqua (L.) Druce,Magnoliopsida,Asterales,Asteraceae,Blumea,obliqua,(L.) Druce,N,ILORA_Sp.Categorization.Metadata
Boerhavia diffusa L.,Magnoliopsida,Caryophyllales,Nyctaginaceae,Boerhavia,diffusa,L.,N,ILORA_Sp.Categorization.Metadata
Boerhavia erecta L.,Magnoliopsida,Caryophyllales,Nyctaginaceae,Boerhavia,erecta,L.,In,ILORA_Sp.Categorization.Metadata
Boesenbergia rotunda (L.) Mansf.,Liliopsida,Zingiberales,Zingiberaceae,Boesenbergia,rotunda,(L.) Mansf.,CA,ILORA_Sp.Categorization.Metadata
Bomarea multiflora (L.f.) Mirb.,Liliopsida,Liliales,Alstroemeriaceae,Bomarea,multiflora,(L.f.) Mirb.,CA,ILORA_Sp.Categorization.Metadata
Borago officinalis L.,Magnoliopsida,Boraginales,Boraginaceae,Borago,officinalis,L.,CA,ILORA_Sp.Categorization.Metadata
Borassus flabellifer L.,Liliopsida,Arecales,Arecaceae,Borassus,flabellifer,L.,N,ILORA_Sp.Categorization.Metadata
Bougainvillea glabra Choisy,Magnoliopsida,Caryophyllales,Nyctaginaceae,Bougainvillea,glabra,Choisy,CA,ILORA_Sp.Categorization.Metadata
Bougainvillea spectabilis Willd.,Magnoliopsida,Caryophyllales,Nyctaginaceae,Bougainvillea,spectabilis,Willd.,CA,ILORA_Sp.Categorization.Metadata
Brachiaria brizantha (A.Rich.) Stapf,Liliopsida,Poales,Poaceae,Brachiaria,brizantha,(A.Rich.) Stapf,Nt,ILORA_Sp.Categorization.Metadata
Brachiaria decumbens Stapf,Liliopsida,Poales,Poaceae,Brachiaria,decumbens,Stapf,Nt,ILORA_Sp.Categorization.Metadata
Brachiaria mutica (Forssk.) Stapf,Liliopsida,Poales,Poaceae,Brachiaria,mutica,(Forssk.) Stapf,In,ILORA_Sp.Categorization.Metadata
Brachiaria ramosa (L.) Stapf,Liliopsida,Poales,Poaceae,Brachiaria,ramosa,(L.) Stapf,N,ILORA_Sp.Categorization.Metadata
Brachiaria villosa (Lam.) A.Camus,Liliopsida,Poales,Poaceae,Brachiaria,villosa,(Lam.) A.Camus,CG,ILORA_Sp.Categorization.Metadata
Brachychiton discolor F.Muell.,Magnoliopsida,Malvales,Malvaceae,Brachychiton,discolor,F.Muell.,CA,ILORA_Sp.Categorization.Metadata
Brassica juncea (L.) Czern.,Magnoliopsida,Brassicales,Brassicaceae,Brassica,juncea,(L.) Czern.,CA,ILORA_Sp.Categorization.Metadata
Brassica rapa L.,Magnoliopsida,Brassicales,Brassicaceae,Brassica,rapa,L.,CA,ILORA_Sp.Categorization.Metadata
Brassica tournefortii Gouan,Magnoliopsida,Brassicales,Brassicaceae,Brassica,tournefortii,Gouan,Nt,ILORA_Sp.Categorization.Metadata
Brexia madagascariensis (Lam.) Thouars ex Ker Gawl.,Magnoliopsida,Celastrales,Celastraceae,Brexia,madagascariensis,(Lam.) Thouars ex Ker Gawl.,CA,ILORA_Sp.Categorization.Metadata
Breynia disticha J.R.Forst. & G.Forst.,Magnoliopsida,Malpighiales,Phyllanthaceae,Breynia,disticha,J.R.Forst. & G.Forst.,CA,ILORA_Sp.Categorization.Metadata
Briza maxima L.,Liliopsida,Poales,Poaceae,Briza,maxima,L.,CA,ILORA_Sp.Categorization.Metadata
Briza minor L.,Liliopsida,Poales,Poaceae,Briza,minor,L.,Nt,ILORA_Sp.Categorization.Metadata
Bromus arvensis L.,Liliopsida,Poales,Poaceae,Bromus,arvensis,L.,CA,ILORA_Sp.Categorization.Metadata
Bromus catharticus Vahl,Liliopsida,Poales,Poaceae,Bromus,catharticus,Vahl,In,ILORA_Sp.Categorization.Metadata
Bromus diandrus Roth,Liliopsida,Poales,Poaceae,Bromus,diandrus,Roth,CA,ILORA_Sp.Categorization.Metadata
Bromus inermis Leyss.,Liliopsida,Poales,Poaceae,Bromus,inermis,Leyss.,N,ILORA_Sp.Categorization.Metadata
Bromus tectorum L.,Liliopsida,Poales,Poaceae,Bromus,tectorum,L.,N,ILORA_Sp.Categorization.Metadata
Broussonetia papyrifera (L.) L'Hér. ex Vent.,Magnoliopsida,Rosales,Moraceae,Broussonetia,papyrifera,(L.) L'Hér. ex Vent.,In,ILORA_Sp.Categorization.Metadata
Browallia speciosa Hook.,Magnoliopsida, Solanales,Solanaceae,Browallia,speciosa,Hook.,CA,ILORA_Sp.Categorization.Metadata
Brugmansia suaveolens (Willd.) Sweet,Magnoliopsida, Solanales,Solanaceae,Brugmansia,suaveolens,(Willd.) Sweet,In,ILORA_Sp.Categorization.Metadata
Brugmansia versicolor Lagerh.,Magnoliopsida, Solanales,Solanaceae,Brugmansia,versicolor,Lagerh.,CA,ILORA_Sp.Categorization.Metadata
Brunfelsia americana L.,Magnoliopsida, Solanales,Solanaceae,Brunfelsia,americana,L.,CA,ILORA_Sp.Categorization.Metadata
Brunfelsia grandiflora D.Don,Magnoliopsida, Solanales,Solanaceae,Brunfelsia,grandiflora,D.Don,CA,ILORA_Sp.Categorization.Metadata
Brunfelsia undulata Sw.,Magnoliopsida, Solanales,Solanaceae,Brunfelsia,undulata,Sw.,CA,ILORA_Sp.Categorization.Metadata
Brya ebenus (L.) DC.,Magnoliopsida,Fabales,Fabaceae,Brya,ebenus,(L.) DC.,CA,ILORA_Sp.Categorization.Metadata
Bryophyllum fedtschenkoi (Raym.-Hamet & H.Perrier) Lauz.-March.,Magnoliopsida,Saxifragales,Crassulaceae,Bryophyllum,fedtschenkoi,(Raym.-Hamet & H.Perrier) Lauz.-March.,CA,ILORA_Sp.Categorization.Metadata
Bryophyllum pinnatum (Lam.) Oken,Magnoliopsida,Saxifragales,Crassulaceae,Bryophyllum,pinnatum,(Lam.) Oken,In,ILORA_Sp.Categorization.Metadata
Buddleja davidii Franch.,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,davidii,Franch.,In,ILORA_Sp.Categorization.Metadata
Buddleja lindleyana Fortune,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,lindleyana,Fortune,CA,ILORA_Sp.Categorization.Metadata
Butia yatay (Mart.) Becc.,Liliopsida,Arecales,Arecaceae,Butia,yatay,(Mart.) Becc.,CA,ILORA_Sp.Categorization.Metadata
Butomus umbellatus L.,Liliopsida,Alismatales,Butomaceae,Butomus,umbellatus,L.,Nt,ILORA_Sp.Categorization.Metadata
Buxus sempervirens L.,Magnoliopsida,Buxales,Buxaceae,Buxus,sempervirens,L.,CA,ILORA_Sp.Categorization.Metadata
Byrsonima verbascifolia (L.) DC.,Magnoliopsida,Malphighiales,Malpighiaceae,Byrsonima,verbascifolia,(L.) DC.,CA,ILORA_Sp.Categorization.Metadata
Cabomba caroliniana A.Gray,Magnoliopsida,Nymphaeales,Cabombaceae,Cabomba,caroliniana,A.Gray,In,ILORA_Sp.Categorization.Metadata
Cabomba furcata Schult. & Schult.f.,Magnoliopsida,Nymphaeales,Cabombaceae,Cabomba,furcata,Schult. & Schult.f.,CA,ILORA_Sp.Categorization.Metadata
Caesalpinia gilliesii (Hook.) D.Dietr.,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,gilliesii,(Hook.) D.Dietr.,CA,ILORA_Sp.Categorization.Metadata
Caladium bicolor (Aiton) Vent.,Liliopsida,Alismatales,Araceae,Caladium,bicolor,(Aiton) Vent.,In,ILORA_Sp.Categorization.Metadata
Calanthe striata R.Br. ex Lindl.,Magnoliopsida,Malvales,Orchidaceae,Calanthe,striata,R.Br. ex Lindl.,CA,ILORA_Sp.Categorization.Metadata
Calathea ornata (Linden) Körn.,Liliopsida,Zingiberales,Marantaceae,Calathea,ornata,(Linden) Körn.,CA,ILORA_Sp.Categorization.Metadata
Calathea zebrina (Sims) Lindl.,Liliopsida,Zingiberales,Marantaceae,Calathea,zebrina,(Sims) Lindl.,CA,ILORA_Sp.Categorization.Metadata
Calceolaria mexicana Benth.,Magnoliopsida,Lamiales,Calceolariaceae,Calceolaria,mexicana,Benth.,In,ILORA_Sp.Categorization.Metadata
Calceolaria tripartita Ruiz & Pav.,Magnoliopsida,Lamiales,Calceolariaceae,Calceolaria,tripartita,Ruiz & Pav.,Nt,ILORA_Sp.Categorization.Metadata
Calendula officinalis L.,Magnoliopsida,Asterales,Asteraceae,Calendula,officinalis,L.,CA,ILORA_Sp.Categorization.Metadata
Callaeum macropterum (DC.) D.M.Johnson,Magnoliopsida,Malphighiales,Malpighiaceae,Callaeum,macropterum,(DC.) D.M.Johnson,CA,ILORA_Sp.Categorization.Metadata
Calliandra inermis (L.) Druce,Magnoliopsida,Fabales,Fabaceae,Calliandra,inermis,(L.) Druce,N,ILORA_Sp.Categorization.Metadata
Calliandra surinamensis Benth.,Magnoliopsida,Fabales,Fabaceae,Calliandra,surinamensis,Benth.,CA,ILORA_Sp.Categorization.Metadata
Calliandra tergemina (L.) Benth.,Magnoliopsida,Fabales,Fabaceae,Calliandra,tergemina,(L.) Benth.,CA,ILORA_Sp.Categorization.Metadata
Callisia repens (Jacq.) L.,Liliopsida,Commelinales,Commelinaceae,Callisia,repens,(Jacq.) L.,CA,ILORA_Sp.Categorization.Metadata
Callistemon citrinus (Curtis) Skeels,Magnoliopsida,Myrtales,Myrtaceae,Callistemon,citrinus,(Curtis) Skeels,CA,ILORA_Sp.Categorization.Metadata
Callistemon salignus (Sm.) Colv. ex Sweet,Magnoliopsida,Myrtales,Myrtaceae,Callistemon,salignus,(Sm.) Colv. ex Sweet,CA,ILORA_Sp.Categorization.Metadata
Callistemon viminalis (Sol. ex Gaertn.) G.Don,Magnoliopsida,Myrtales,Myrtaceae,Callistemon,viminalis,(Sol. ex Gaertn.) G.Don,CA,ILORA_Sp.Categorization.Metadata
Callitris rhomboidea R.Br. ex Rich. & A.Rich.,Pinopsida,Pinales,Cupressaceae,Callitris,rhomboidea,R.Br. ex Rich. & A.Rich.,Nt,ILORA_Sp.Categorization.Metadata
Calluna vulgaris (L.) Hull,Magnoliopsida,Ericales,Ericaceae,Calluna,vulgaris,(L.) Hull,Nt,ILORA_Sp.Categorization.Metadata
Calopogonium mucunoides Desv.,Magnoliopsida,Fabales,Fabaceae,Calopogonium,mucunoides,Desv.,In,ILORA_Sp.Categorization.Metadata
Calotropis gigantea (L.) Dryand.,Magnoliopsida,Gentianales,Apocynaceae,Calotropis,gigantea,(L.) Dryand.,N,ILORA_Sp.Categorization.Metadata
Calotropis procera (Aiton) Dryand.,Magnoliopsida,Gentianales,Apocynaceae,Calotropis,procera,(Aiton) Dryand.,N,ILORA_Sp.Categorization.Metadata
Calyptocarpus vialis Less.,Magnoliopsida,Verbenaceae,Asteraceae,Calyptocarpus,vialis,Less.,Nt,ILORA_Sp.Categorization.Metadata
Camellia sinensis (L.) Kuntze,Magnoliopsida,Ericales,Theaceae,Camellia,sinensis,(L.) Kuntze,CA,ILORA_Sp.Categorization.Metadata
Campanula drabifolia Sm.,Magnoliopsida,Asterales,Campanulaceae,Campanula,drabifolia,Sm.,CA,ILORA_Sp.Categorization.Metadata
Campanula medium L.,Magnoliopsida,Asterales,Campanulaceae,Campanula,medium,L.,CA,ILORA_Sp.Categorization.Metadata
Campanula rapunculoides L.,Magnoliopsida,Asterales,Campanulaceae,Campanula,rapunculoides,L.,CA,ILORA_Sp.Categorization.Metadata
Canarium vulgare Leenh.,Magnoliopsida,Sapindales,Burseraceae,Canarium,vulgare,Leenh.,CA,ILORA_Sp.Categorization.Metadata
Canavalia africana Dunn,Magnoliopsida,Fabales,Fabaceae,Canavalia,africana,Dunn,N,ILORA_Sp.Categorization.Metadata
Cannabis sativa L.,Magnoliopsida,Rosales,Cannabaceae,Cannabis,sativa,L.,In,ILORA_Sp.Categorization.Metadata
Canscora diffusa (Vahl) R.Br. ex Roem. & Schult.,Magnoliopsida,Gentianales,Gentianaceae,Canscora,diffusa,(Vahl) R.Br. ex Roem. & Schult.,N,ILORA_Sp.Categorization.Metadata
Capsella bursa-pastoris (L.) Medik.,Magnoliopsida,Brassicales,Brassicaceae,Capsella,bursa-pastoris,(L.) Medik.,Nt,ILORA_Sp.Categorization.Metadata
Cardamine africana L.,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,africana,L.,CA,ILORA_Sp.Categorization.Metadata
Cardamine flexuosa With.,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,flexuosa,With.,Nt,ILORA_Sp.Categorization.Metadata
Cardamine hirsuta L.,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,hirsuta,L.,N,ILORA_Sp.Categorization.Metadata
Cardamine trichocarpa Hochst. ex A.Rich.,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,trichocarpa,Hochst. ex A.Rich.,N,ILORA_Sp.Categorization.Metadata
Cardiospermum halicacabum L.,Magnoliopsida,Sapindales,Sapindaceae,Cardiospermum,halicacabum,L.,CA,ILORA_Sp.Categorization.Metadata
Carduus edelbergii Rech.f.,Magnoliopsida,Asterales,Asteraceae,Carduus,edelbergii,Rech.f.,N,ILORA_Sp.Categorization.Metadata
Carduus nutans L.,Magnoliopsida,Asterales,Asteraceae,Carduus,nutans,L.,In,ILORA_Sp.Categorization.Metadata
Carex diandra Schrank,Liliopsida,Poales,Cyperaceae,Carex,diandra,Schrank,CA,ILORA_Sp.Categorization.Metadata
Carex diluta M.Bieb.,Liliopsida,Poales,Cyperaceae,Carex,diluta,M.Bieb.,N,ILORA_Sp.Categorization.Metadata
Carpesium abrotanoides L.,Magnoliopsida,Asterales,Asteraceae,Carpesium,abrotanoides,L.,N,ILORA_Sp.Categorization.Metadata
Carthamus lanatus L.,Magnoliopsida,Asterales,Asteraceae,Carthamus,lanatus,L.,CA,ILORA_Sp.Categorization.Metadata
Carthamus oxyacantha M.Bieb.,Magnoliopsida,Asterales,Asteraceae,Carthamus,oxyacantha,M.Bieb.,N,ILORA_Sp.Categorization.Metadata
Carthamus oxyacanthus M.Bieb.,Magnoliopsida,Asterales,Asteraceae,Carthamus,oxyacanthus,M.Bieb.,CG,ILORA_Sp.Categorization.Metadata
Cassia artemisioides DC.,Magnoliopsida,Fabales,Fabaceae,Cassia,artemisioides,DC.,CA,ILORA_Sp.Categorization.Metadata
Cassia javanica L.,Magnoliopsida,Fabales,Fabaceae,Cassia,javanica,L.,CA,ILORA_Sp.Categorization.Metadata
Cassia renigera Benth.,Magnoliopsida,Fabales,Fabaceae,Cassia,renigera,Benth.,CA,ILORA_Sp.Categorization.Metadata
Cassytha filiformis L.,Magnoliopsida,Laurales,Lauraceae,Cassytha,filiformis,L.,N,ILORA_Sp.Categorization.Metadata
Castanea crenata Siebold & Zucc.,Magnoliopsida,Fabales,Fagaceae,Castanea,crenata,Siebold & Zucc.,CA,ILORA_Sp.Categorization.Metadata
Castanospermum australe A.Cunn. & C.Fraser,Magnoliopsida,Fabales,Fabaceae,Castanospermum,australe,A.Cunn. & C.Fraser,Nt,ILORA_Sp.Categorization.Metadata
Casuarina equisetifolia L.,Magnoliopsida,Fagales,Casuarinaceae,Casuarina,equisetifolia,L.,In,ILORA_Sp.Categorization.Metadata
Casuarina glauca Sieber ex Spreng.,Magnoliopsida,Fagales,Casuarinaceae,Casuarina,glauca,Sieber ex Spreng.,CA,ILORA_Sp.Categorization.Metadata
Catalpa bignonioides Walter,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,bignonioides,Walter,CA,ILORA_Sp.Categorization.Metadata
Catha edulis (Vahl) Endl.,Magnoliopsida,Celastrales,Celastraceae,Catha,edulis,(Vahl) Endl.,CA,ILORA_Sp.Categorization.Metadata
Catharanthus pusillus (Murray) G.Don,Magnoliopsida,Gentianales,Apocynaceae,Catharanthus,pusillus,(Murray) G.Don,N,ILORA_Sp.Categorization.Metadata
Catharanthus roseus (L.) G.Don,Magnoliopsida,Asterales,Apocynaceae,Catharanthus,roseus,(L.) G.Don,Nt,ILORA_Sp.Categorization.Metadata
Celosia argentea L.,Magnoliopsida,Caryophyllales,Amaranthaceae,Celosia,argentea,L.,In,ILORA_Sp.Categorization.Metadata
Celtis australis L.,Magnoliopsida,Rosales,Cannabaceae,Celtis,australis,L.,CA,ILORA_Sp.Categorization.Metadata
Celtis sinensis Pers.,Magnoliopsida,Rosales,Cannabaceae,Celtis,sinensis,Pers.,Nt,ILORA_Sp.Categorization.Metadata
Cenchrus clandestinus (Hochst. ex Chiov.) Morrone,Liliopsida,Poales,Poaceae,Cenchrus,clandestinus,(Hochst. ex Chiov.) Morrone,In,ILORA_Sp.Categorization.Metadata
Cenchrus echinatus L.,Liliopsida,Poales,Poaceae,Cenchrus,echinatus,L.,CA,ILORA_Sp.Categorization.Metadata
Centaurea calcitrapa L.,Magnoliopsida,Asterales,Asteraceae,Centaurea,calcitrapa,L.,CA,ILORA_Sp.Categorization.Metadata
Centaurea iberica Trevir. ex Spreng.,Magnoliopsida,Asterales,Asteraceae,Centaurea,iberica,Trevir. ex Spreng.,N,ILORA_Sp.Categorization.Metadata
Centaurea melitensis L.,Magnoliopsida,Asterales,Asteraceae,Centaurea,melitensis,L.,CA,ILORA_Sp.Categorization.Metadata
Centratherum punctatum Cass.,Magnoliopsida,Asterales,Asteraceae,Centratherum,punctatum,Cass.,In,ILORA_Sp.Categorization.Metadata
Centrosema molle Benth.,Magnoliopsida,Fabales,Fabaceae,Centrosema,molle,Benth.,In,ILORA_Sp.Categorization.Metadata
Centrosema pubescens Benth.,Magnoliopsida,Fabales,Fabaceae,Centrosema,pubescens,Benth.,Nt,ILORA_Sp.Categorization.Metadata
Centrosema virginianum (L.) Benth.,Magnoliopsida,Fabales,Fabaceae,Centrosema,virginianum,(L.) Benth.,Nt,ILORA_Sp.Categorization.Metadata
Centrostachys aquatica (R.Br.) Moq.,Magnoliopsida,Caryophyllales,Amaranthaceae,Centrostachys,aquatica,(R.Br.) Moq.,N,ILORA_Sp.Categorization.Metadata
Cerastium glomeratum Thuill.,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,glomeratum,Thuill.,N,ILORA_Sp.Categorization.Metadata
Ceratocephalus falcatus (L.) Pers.,Magnoliopsida,Ranunculales,Ranunculaceae,Ceratocephalus,falcatus,(L.) Pers.,CG,ILORA_Sp.Categorization.Metadata
Ceratophyllum demersum L.,Magnoliopsida, Ceratophyllales,Ceratophyllaceae,Ceratophyllum,demersum,L.,N,ILORA_Sp.Categorization.Metadata
Ceratotheca triloba (Bernh.) Hook.f.,Magnoliopsida,Lamiales,Pedaliaceae,Ceratotheca,triloba,(Bernh.) Hook.f.,CA,ILORA_Sp.Categorization.Metadata
Cereus fernambucensis Lem.,Magnoliopsida,Caryophyllales,Cactaceae,Cereus,fernambucensis,Lem.,CA,ILORA_Sp.Categorization.Metadata
Cereus forbesii C.F.Först.,Magnoliopsida,Caryophyllales,Cactaceae,Cereus,forbesii,C.F.Först.,CA,ILORA_Sp.Categorization.Metadata
Cereus hexagonus (L.) Mill.,Magnoliopsida,Caryophyllales,Cactaceae,Cereus,hexagonus,(L.) Mill.,CA,ILORA_Sp.Categorization.Metadata
Cereus hildmannianus K.Schum.,Magnoliopsida,Caryophyllales,Cactaceae,Cereus,hildmannianus,K.Schum.,CA,ILORA_Sp.Categorization.Metadata
Cereus repandus Haw.,Magnoliopsida,Caryophyllales,Cactaceae,Cereus,repandus,Haw.,CA,ILORA_Sp.Categorization.Metadata
Cestrum aurantiacum Lindl.,Magnoliopsida, Solanales,Solanaceae,Cestrum,aurantiacum,Lindl.,In,ILORA_Sp.Categorization.Metadata
Cestrum corymbosum Schltdl.,Magnoliopsida, Solanales,Solanaceae,Cestrum,corymbosum,Schltdl.,CA,ILORA_Sp.Categorization.Metadata
Cestrum diurnum L.,Magnoliopsida, Solanales,Solanaceae,Cestrum,diurnum,L.,CA,ILORA_Sp.Categorization.Metadata
Cestrum elegans (Brongn. ex Neumann) Schltdl.,Magnoliopsida, Solanales,Solanaceae,Cestrum,elegans,(Brongn. ex Neumann) Schltdl.,CA,ILORA_Sp.Categorization.Metadata
Cestrum fasciculatum (Schltdl.) Miers,Magnoliopsida, Solanales,Solanaceae,Cestrum,fasciculatum,(Schltdl.) Miers,CA,ILORA_Sp.Categorization.Metadata
Cestrum nocturnum L.,Magnoliopsida, Solanales,Solanaceae,Cestrum,nocturnum,L.,CA,ILORA_Sp.Categorization.Metadata
Chamaecrista absus (L.) H.S.Irwin & Barneby,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,absus,(L.) H.S.Irwin & Barneby,N,ILORA_Sp.Categorization.Metadata
Chamaecrista pumila (Lam.) K.Larsen,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,pumila,(Lam.) K.Larsen,N,ILORA_Sp.Categorization.Metadata
Chamaecrista rotundifolia (Pers.) Greene,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,rotundifolia,(Pers.) Greene,In,ILORA_Sp.Categorization.Metadata
